id,subject,predicate,object,source,confidence,score,is_sr
2445,Bin Xi,作者,academic/wiki/papers/D036-2021-mpnn,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2446,Jie Hu,作者,academic/wiki/papers/D036-2021-mpnn,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2447,An-Chun Ji,作者,academic/wiki/papers/D036-2021-mpnn,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2448,Shi-Ju Ran,作者,academic/wiki/papers/D036-2021-mpnn,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2449,academic/wiki/papers/D036-2021-mpnn,核心方法,MPNN,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2450,academic/wiki/papers/D036-2021-mpnn,核心创新点,将能量显式纳入损失函数,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2451,academic/wiki/papers/D036-2021-mpnn,核心创新点,结合Metropolis采样与含能量项的深度神经网络损失,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2452,academic/wiki/papers/D036-2021-mpnn,研究基础,QPNN,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2453,academic/wiki/papers/D036-2021-mpnn,研究基础,Metropolis采样,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2454,academic/wiki/papers/D036-2021-mpnn,对比方法,QPNN,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2455,academic/wiki/papers/D036-2021-mpnn,对比方法,采样量子势神经网络,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2456,academic/wiki/papers/D036-2021-mpnn,未来展望,推广至多电子薛定谔方程反演,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2457,academic/wiki/papers/D036-2021-mpnn,未来展望,推广至其他物理微分方程逆问题求解,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2458,academic/wiki/papers/D036-2021-mpnn,应用于,一维谐振子,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2459,academic/wiki/papers/D036-2021-mpnn,应用于,氢原子基态,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2460,academic/wiki/papers/D036-2021-mpnn,局限性,势能整体平移不确定性需通过参考点约束固定,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2461,QPNN,改进,MPNN,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2462,Metropolis采样,结合,DNN,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2463,薛定谔方程,涉及,势能反演,raw-not-distributed/D036-2021-mpnn/wiki.md#semantic,可追溯,,0
2464,采样量子势神经网络,包含,Metropolis采样,raw-not-distributed/D036-2021-mpnn/paper.md,推断,,0
2465,结合Metropolis采样与含能量项的深度神经网络损失,包含,Metropolis采样,raw-not-distributed/D036-2021-mpnn/paper.md,推断,,0
2466,结合Metropolis采样与含能量项的深度神经网络损失,包含,采样量子势神经网络,raw-not-distributed/D036-2021-mpnn/paper.md,推断,,0
2467,结合Metropolis采样与含能量项的深度神经网络损失,包含,DNN,raw-not-distributed/D036-2021-mpnn/paper.md,推断,,0
2468,结合Metropolis采样与含能量项的深度神经网络损失,包含,MPNN,raw-not-distributed/D036-2021-mpnn/paper.md,推断,,0
2469,推广至多电子薛定谔方程反演,包含,电子薛定谔方程,raw-not-distributed/D036-2021-mpnn/paper.md,推断,,0
2575,academic/wiki/papers/D037-2021-entanglement-feature-extraction,来源,academic/raw/references/D037-2021-entanglement-feature-extraction/paper,raw-not-distributed/D037-2021-entanglement-feature-extraction/paper.md,可追溯,,0
2576,academic/wiki/papers/D037-2021-entanglement-feature-extraction,发表于,Frontiers in Applied Mathematics and Statistics,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2577,Yuhan Liu,第一作者,academic/wiki/papers/D037-2021-entanglement-feature-extraction,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2578,Wen-Jun Li,作者,academic/wiki/papers/D037-2021-entanglement-feature-extraction,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2579,Xiao Zhang,作者,academic/wiki/papers/D037-2021-entanglement-feature-extraction,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2580,Maciej Lewenstein,作者,academic/wiki/papers/D037-2021-entanglement-feature-extraction,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2581,Gang Su,作者,academic/wiki/papers/D037-2021-entanglement-feature-extraction,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2582,Shi-Ju Ran,作者,academic/wiki/papers/D037-2021-entanglement-feature-extraction,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2583,academic/wiki/papers/D037-2021-entanglement-feature-extraction,研究基础,MPS,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2584,academic/wiki/papers/D037-2021-entanglement-feature-extraction,研究基础,SEE,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2585,academic/wiki/papers/D037-2021-entanglement-feature-extraction,研究基础,BEE,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2586,academic/wiki/papers/D037-2021-entanglement-feature-extraction,研究基础,张量网络,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2587,academic/wiki/papers/D037-2021-entanglement-feature-extraction,核心方法,纠缠驱动的特征提取,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2588,academic/wiki/papers/D037-2021-entanglement-feature-extraction,核心方法,MPS,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2589,academic/wiki/papers/D037-2021-entanglement-feature-extraction,核心创新点,利用纠缠熵评估特征重要性并丢弃低纠缠特征,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2590,academic/wiki/papers/D037-2021-entanglement-feature-extraction,核心创新点,张量网络版灵敏度分析,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2591,academic/wiki/papers/D037-2021-entanglement-feature-extraction,对比方法,依赖图像分割与矩阵变换滤波器的特征提取,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2592,academic/wiki/papers/D037-2021-entanglement-feature-extraction,局限性,主要适用于短程关联图像,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2593,academic/wiki/papers/D037-2021-entanglement-feature-extraction,局限性,对长程关联图像效率较低,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2594,academic/wiki/papers/D037-2021-entanglement-feature-extraction,未来展望,PEPS,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2595,MPS,基于,张量网络,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2596,PEPS,扩展,MPS,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2597,MPS,应用于,图像分类,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2598,纠缠驱动的特征提取,结合,DCT,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2599,纠缠驱动的特征提取,结合,zig-zag路径优化,raw-not-distributed/D037-2021-entanglement-feature-extraction/wiki.md#semantic,可追溯,,0
2600,利用纠缠熵评估特征重要性并丢弃低纠缠特征,包含,纠缠熵,raw-not-distributed/D037-2021-entanglement-feature-extraction/paper.md,推断,,0
2601,张量网络版灵敏度分析,包含,张量网络,raw-not-distributed/D037-2021-entanglement-feature-extraction/paper.md,推断,,0
2602,PEPS,包含,张量网络,raw-not-distributed/D037-2021-entanglement-feature-extraction/paper.md,推断,,0
2656,academic/wiki/hubs/纠缠熵与纠缠谱诊断,子方向,academic/wiki/hubs/局域与双体纠缠熵及面积律,,推断,,0
2722,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,来源,academic/raw/references/D038-2022-cpl-tn特征选择-白生成/paper,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/paper.md,可追溯,,0
2723,Sheng-Chen Bai,第一作者,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2724,Yi-Cheng Tang,作者,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2725,Shi-Ju Ran,作者,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2726,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,核心方法,生成式张量网络,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2727,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,核心方法,测量引起纠缠熵变化,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2728,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,核心创新点,通过纠缠熵变化无监督识别信息性像素,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2729,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,核心创新点,将特征联合概率分布编码为量子振幅,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2730,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,研究基础,纠缠熵,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2731,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,研究基础,张量网络机器学习,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2732,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,核心创新点,通过纠缠熵变化符号揭示特征间纠缠结构,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2733,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,未来展望,应用于图像分割image segmentation,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2734,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,未来展望,应用于目标检测object detection,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2735,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,未来展望,推动量子启发的可解释无监督学习,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2736,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,对比方法,像素质标签,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2737,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,探索,白鞋识别问题,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2738,academic/wiki/papers/D038-2022-cpl-tn特征选择-白生成,探索,无监督特征识别,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2739,测量引起纠缠熵变化,基于,纠缠熵,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2740,测量引起纠缠熵变化,基于,生成式张量网络,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2741,纠缠熵,揭示,概率分布信息结构,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/wiki.md#semantic,可追溯,,0
2742,通过纠缠熵变化无监督识别信息性像素,包含,纠缠熵,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/paper.md,推断,,0
2743,通过纠缠熵变化符号揭示特征间纠缠结构,包含,纠缠熵,raw-not-distributed/D038-2022-cpl-tn特征选择-白生成/paper.md,推断,,0
2879,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,来源,academic/raw/references/D039-2022-tn-tailoring-王顶族/paper,raw-not-distributed/D039-2022-tn-tailoring-王顶族/paper.md,可追溯,,0
2880,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,发表于,Phys. Rev. B,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2881,Ding-Zu Wang,第一作者,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2882,Guo-Feng Zhang,作者,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2883,Maciej Lewenstein,作者,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2884,Shi-Ju Ran,作者,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2885,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,核心方法,张量网络剪裁,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2886,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,核心创新点,从零温无限张量网络剪裁并缝合得到有限温密度算符,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2887,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,研究基础,零温无限张量网络,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2888,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,对比方法,LTRG,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2889,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,对比方法,可微张量重正化群,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2890,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,对比方法,连续矩阵乘积算符,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2891,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,应用于,TFIM,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2892,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,应用于,模型,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2893,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,未来展望,推广至高维玻色系统,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2894,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,未来展望,推广至高维费米系统,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2895,academic/wiki/papers/D039-2022-tn-tailoring-王顶族,未来展望,推广至连续空间量子场,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2896,张量网络剪裁,基于,零温无限张量网络,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2897,张量网络剪裁,结合,边界矩阵乘积态,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2898,张量网络剪裁,对比,LTRG,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2899,张量网络剪裁,对比,可微张量重正,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2900,张量网络剪裁,对比,连续矩阵乘积算符,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2901,TFIM,属于,临界量子多体系统,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2902,模型,属于,临界量子多体系统,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,可追溯,,0
2903,TFIM,包含,临界点,raw-not-distributed/D039-2022-tn-tailoring-王顶族/wiki.md#semantic,推断,,0
2904,从零温无限张量网络剪裁并缝合得到有限温密度算符,包含,零温无限张量网络,raw-not-distributed/D039-2022-tn-tailoring-王顶族/paper.md,推断,,0
2905,从零温无限张量网络剪裁并缝合得到有限温密度算符,包含,张量网络剪裁,raw-not-distributed/D039-2022-tn-tailoring-王顶族/paper.md,推断,,0
2906,从零温无限张量网络剪裁并缝合得到有限温密度算符,包含,张量网络,raw-not-distributed/D039-2022-tn-tailoring-王顶族/paper.md,推断,,0
3052,academic/wiki/papers/D040-2022-functional-mps-洪瑞,来源,academic/raw/references/D040-2022-functional-mps-洪瑞/paper,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,可追溯,,0
3053,academic/wiki/papers/D040-2022-functional-mps-洪瑞,发表于,Phys. Rev. B,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3054,Rui Hong,第一作者,academic/wiki/papers/D040-2022-functional-mps-洪瑞,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3055,Ya-Xuan Xiao,作者,academic/wiki/papers/D040-2022-functional-mps-洪瑞,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3056,Jie Hu,作者,academic/wiki/papers/D040-2022-functional-mps-洪瑞,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3057,An-Chun Ji,作者,academic/wiki/papers/D040-2022-functional-mps-洪瑞,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3058,Shi-Ju Ran,作者,academic/wiki/papers/D040-2022-functional-mps-洪瑞,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3059,academic/wiki/papers/D040-2022-functional-mps-洪瑞,核心方法,FTN,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3060,academic/wiki/papers/D040-2022-functional-mps-洪瑞,核心方法,MPS,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3061,academic/wiki/papers/D040-2022-functional-mps-洪瑞,核心方法,自动微分,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3062,academic/wiki/papers/D040-2022-functional-mps-洪瑞,核心方法,梯度下降,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3063,academic/wiki/papers/D040-2022-functional-mps-洪瑞,核心创新点,用张量网络表示连续空间多体波函数展开系数,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3064,academic/wiki/papers/D040-2022-functional-mps-洪瑞,核心创新点,通过两网络内积计算loss并反向传播更新张量,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3065,academic/wiki/papers/D040-2022-functional-mps-洪瑞,研究基础,多体薛定谔方程,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3066,academic/wiki/papers/D040-2022-functional-mps-洪瑞,研究基础,连续空间,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3067,academic/wiki/papers/D040-2022-functional-mps-洪瑞,研究基础,张量网络,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3068,academic/wiki/papers/D040-2022-functional-mps-洪瑞,研究基础,正交函数基,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3069,academic/wiki/papers/D040-2022-functional-mps-洪瑞,对比方法,神经网络,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3070,academic/wiki/papers/D040-2022-functional-mps-洪瑞,未来展望,推广到投影纠缠对态,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3071,academic/wiki/papers/D040-2022-functional-mps-洪瑞,未来展望,结合费米张量网络处理电子体系,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3072,academic/wiki/papers/D040-2022-functional-mps-洪瑞,未来展望,函数基替换为其他展开如Taylor级数,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3073,FTN,基于,MPS,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3074,FTN,基于,张量网络,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3075,FTN,基于,正交函数基,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3076,MPS,表示,波函数系数,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3077,MPS,对比,神经网络,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3078,PEPS,推广,MPS,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3079,纠缠熵,刻画,量子关联,raw-not-distributed/D040-2022-functional-mps-洪瑞/wiki.md#semantic,可追溯,,0
3080,用张量网络表示连续空间多体波函数展开系数,包含,波函数,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,推断,,0
3081,用张量网络表示连续空间多体波函数展开系数,包含,连续空间,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,推断,,0
3082,用张量网络表示连续空间多体波函数展开系数,包含,张量网络,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,推断,,0
3083,通过两网络内积计算loss并反向传播更新张量,包含,反向传播,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,推断,,0
3084,推广到投影纠缠对态,包含,PEPS,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,推断,,0
3085,结合费米张量网络处理电子体系,包含,张量网络,raw-not-distributed/D040-2022-functional-mps-洪瑞/paper.md,推断,,0
3236,academic/wiki/papers/D041-2022-rlf李伟明,来源,academic/raw/references/D041-2022-rlf李伟明/paper,raw-not-distributed/D041-2022-rlf李伟明/paper.md,可追溯,,0
3237,academic/wiki/papers/D041-2022-rlf李伟明,发表于,Mathematics,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3238,Wei-Ming Li,第一作者,academic/wiki/papers/D041-2022-rlf李伟明,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3239,Shi-Ju Ran,作者,academic/wiki/papers/D041-2022-rlf李伟明,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3240,academic/wiki/papers/D041-2022-rlf李伟明,核心创新点,RLF,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3241,academic/wiki/papers/D041-2022-rlf李伟明,核心方法,NSSL,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3242,academic/wiki/papers/D041-2022-rlf李伟明,核心方法,RLF-NSSL,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3243,academic/wiki/papers/D041-2022-rlf李伟明,对比方法,朴素贝叶斯分类器,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3244,academic/wiki/papers/D041-2022-rlf李伟明,对比方法,近邻,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3245,academic/wiki/papers/D041-2022-rlf李伟明,对比方法,谱聚类,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3246,academic/wiki/papers/D041-2022-rlf李伟明,对比方法,标准保真度作为量子启发核函数,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3247,academic/wiki/papers/D041-2022-rlf李伟明,研究基础,QKF,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3248,academic/wiki/papers/D041-2022-rlf李伟明,研究基础,保真度fidelity,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3249,academic/wiki/papers/D041-2022-rlf李伟明,研究基础,对数保真度,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3250,academic/wiki/papers/D041-2022-rlf李伟明,研究基础,最大编码率约减,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3251,academic/wiki/papers/D041-2022-rlf李伟明,研究基础,t-SNE,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3252,academic/wiki/papers/D041-2022-rlf李伟明,未来展望,推广到参数化模型,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3253,academic/wiki/papers/D041-2022-rlf李伟明,未来展望,在更多数据集上验证RLF相对经典核函数的优势,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3254,academic/wiki/papers/D041-2022-rlf李伟明,局限性,需在更多数据集上进一步验证,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3255,RLF-NSSL,基于,RLF,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3256,RLF,替代,保真度fidelity,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3257,RLF,改进,对数保真度,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3258,RLF,应用于,半监督学习,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3259,NSSL,结合,量子启发核函数,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3260,最大编码率约减,应用于,量子机器学习,raw-not-distributed/D041-2022-rlf李伟明/wiki.md#semantic,可追溯,,0
3261,NSSL,包含,半监督学习,raw-not-distributed/D041-2022-rlf李伟明/paper.md,推断,,0
3262,标准保真度作为量子启发核函数,包含,量子启发核函数,raw-not-distributed/D041-2022-rlf李伟明/paper.md,推断,,0
3263,RLF,包含,对数保真度,raw-not-distributed/D041-2022-rlf李伟明/paper.md,推断,,0
3264,RLF,包含,保真度fidelity,raw-not-distributed/D041-2022-rlf李伟明/paper.md,推断,,0
3265,推广到参数化模型,包含,模型,raw-not-distributed/D041-2022-rlf李伟明/paper.md,推断,,0
3420,academic/wiki/papers/D042-2023-kagome-方大智,来源,academic/raw/references/D042-2023-kagome-方大智/paper,raw-not-distributed/D042-2023-kagome-方大智/paper.md,可追溯,,0
3421,academic/wiki/papers/D042-2023-kagome-方大智,发表于,Phys. Rev. B,raw-not-distributed/D042-2023-kagome-方大智/wiki.md#semantic,可追溯,,0
3422,Da-zhi Fang,第一作者,academic/wiki/papers/D042-2023-kagome-方大智,raw-not-distributed/D042-2023-kagome-方大智/wiki.md#semantic,可追溯,,0
3423,Ning Xi,作者,academic/wiki/papers/D042-2023-kagome-方大智,raw-not-distributed/D042-2023-kagome-方大智/wiki.md#semantic,可追溯,,0
